Obesity Prevalence,,,Year 2013,Year 2013,Year 2012,Year 2012,Year 2004,Year 2004
State,FIPS Codes,County,number,percent,number,percent,number,percent
Georgia,13017,Ben Hill County,4439,35.3,4544,36.1,3598,29.9
Georgia,13019,Berrien County,4869,34.7,4796,34,3087,26
Georgia,13021,Bibb County,34728,31.3,34185,30.6,31350,28.9
Georgia,13023,Bleckley County,2806,30.4,2776,30,2286,27.3
Georgia,13025,Brantley County,4395,33.1,4629,34.6,2907,26.1
Georgia,13027,Brooks County,3956,33.5,4170,35.4,3417,29.1
Georgia,13029,Bryan County,6651,29.3,6238,28.3,4496,23.7
Georgia,13031,Bulloch County,17125,33.5,18030,34.6,10860,25.6
Georgia,13033,Burke County,5188,32,5265,32.3,4834,31.3
Georgia,13035,Butts County,5071,28.7,5550,31.3,4049,27.2
Georgia,13037,Calhoun County,1773,34.4,1772,34.7,1353,29.6
Georgia,13039,Camden County,11605,31.5,11535,31.5,8628,29.2
Georgia,13043,Candler County,2376,30.3,2550,32.2,1978,27.5
Georgia,13045,Carroll County,25494,31.7,23614,29.8,19490,26.9
Georgia,13047,Catoosa County,13349,27.8,12629,26.5,11020,25.3
Georgia,13049,Charlton County,3289,32,3205,30.7,2041,26.6
Georgia,13051,Chatham County,65013,31.3,59377,28.8,46980,27.5
Georgia,13053,Chattahoochee County,2308,27.3,2479,28,2726,27.5
Georgia,13055,Chattooga County,6417,34,6872,35.6,5089,25.6
Georgia,13057,Cherokee County,43051,26.9,39979,25.5,26800,21.8
Georgia,13059,Clarke County,22859,25.3,22393,25.1,18890,24
Georgia,13061,Clay County,693,29.8,739,31.1,728.2,30.1
Georgia,13063,Clayton County,69194,38,72204,39.5,51380,28.9
Georgia,13065,Clinch County,1455,29.6,1465,30.3,1314,27.2
Georgia,13067,Cobb County,119441,22.9,114434,22.4,102800,22
Georgia,13069,Coffee County,10818,34.8,10014,32.3,7657,28.1
Georgia,13071,Colquitt County,11450,35.2,11912,36.8,8747,28.5
Georgia,13073,Columbia County,29415,30.3,27038,29,16420,23.4
Georgia,13075,Cook County,3804,31.4,3467,28.7,3215,28.2
Georgia,13077,Coweta County,25471,26.8,25174,27,18960,25.6
Georgia,13079,Crawford County,2598,27.3,2712,28.4,2476,26.8
Georgia,13081,Crisp County,5235,31.1,5131,30.1,4310,28.2
Georgia,13083,Dade County,4020,32.3,3999,32.2,2936,25
Georgia,13085,Dawson County,4746,27.7,4883,28.8,3376,24
Georgia,13087,Decatur County,5952,30,6134,30.9,6177,31
Georgia,13089,DeKalb County,144134,27.3,138430,26.5,116800,23.9
Georgia,13091,Dodge County,4588,28.5,5007,31.2,4195,29.8
Georgia,13093,Dooly County,3870,34.7,3780,34.1,2500,29.5
Georgia,13095,Dougherty County,22885,34.4,24800,37,20680,31.5
Georgia,13097,Douglas County,30947,32.3,31743,33.9,20460,27.3
Georgia,13099,Early County,2403,31.5,2342,30.6,2377,28.5
Georgia,13101,Echols County,792,28.3,828,29.2,746.3,25.7
Georgia,13103,Effingham County,13479,35.2,12564,33.7,8428,27
Georgia,13105,Elbert County,4596,31.1,4779,32.4,4370,28.6
Georgia,13107,Emanuel County,6032,36.3,5587,33.6,4565,29.4
Georgia,13109,Evans County,2591,33.5,2710,35.3,2222,27.8
Georgia,13111,Fannin County,4937,25.9,4890,26.1,4074,24.2
Georgia,13113,Fayette County,24544,31.1,22601,29.2,18350,25.3
Georgia,13115,Floyd County,21710,31,19926,28.5,17400,25.6
Georgia,13117,Forsyth County,39340,29.4,33328,26.1,19100,20.5
Georgia,13119,Franklin County,4899,29.5,4370,26.6,3861,24.4
Georgia,13121,Fulton County,172769,23.9,160740,22.4,158600,24.2
Georgia,13123,Gilmer County,6566,29.7,5745,26.5,4631,23.4
Georgia,13125,Glascock County,640,28.6,688,30.5,522.1,25.9
Georgia,13127,Glynn County,15875,26.2,16650,27.7,13900,27
Georgia,13129,Gordon County,11775,29.3,11653,29.3,9286,26.3
Georgia,13131,Grady County,6020,33,5703,31.1,4692,27.3
Georgia,13133,Greene County,3803,29.7,3827,30.2,3186,27.6
Georgia,13135,Gwinnett County,175331,29.5,158669,27.4,114600,23.5
Georgia,13137,Habersham County,10143,31.7,10139,31.5,6905,24.1
Georgia,13139,Hall County,34057,25.7,33309,25.7,26970,24
Georgia,13141,Hancock County,2254,31.2,2607,36,2327,31.6
Georgia,13143,Haralson County,5698,27.3,5936,28.6,5254,25.9
Georgia,13145,Harris County,6969,28.4,7232,29.7,5061,25.5
Georgia,13147,Hart County,5805,29.9,5741,29.5,4747,26.8
Georgia,13149,Heard County,2578,30.2,2610,30.8,2058,26
Georgia,13151,Henry County,48614,33.1,42619,29.7,30200,27.3
Georgia,13153,Houston County,32844,31,33680,32.3,23740,27.5
Georgia,13155,Irwin County,2059,29.2,2165,29.8,1860,27
Georgia,13157,Jackson County,12033,27.4,12398,28.6,8645,24.1
Georgia,13159,Jasper County,2912,29.3,3051,30.6,2455,26.7
Georgia,13161,Jeff Davis County,3166,30,3225,30.4,2785,30.7
Georgia,13163,Jefferson County,4256,35.3,4615,38.4,3573,30.3
Georgia,13165,Jenkins County,2071,29.9,2198,32.3,1789,29.4
Georgia,13167,Johnson County,2590,34,2637,34.4,1939,28.5
Georgia,13169,Jones County,7007,33.5,6769,32.7,5097,26.8
Georgia,13171,Lamar County,4016,30.6,4329,33,3115,26.2
Georgia,13173,Lanier County,2521,33.2,2444,32,1387,26.1
Georgia,13175,Laurens County,12615,36.2,12305,35.4,9237,27.8
Georgia,13177,Lee County,6404,31.2,6492,32.2,4843,23.1
Georgia,13179,Liberty County,15237,34.9,14991,33.8,10570,28.4
Georgia,13181,Lincoln County,1764,29,2028,33.2,1759,28
Georgia,13183,Long County,3566,31.4,3261,29.7,1914,26.3
Georgia,13185,Lowndes County,25015,31.3,22779,28.3,17470,25.8
Georgia,13187,Lumpkin County,7085,30.7,6855,30.1,4152,24.3
Georgia,13189,McDuffie County,5188,33.4,5447,35,4300,28.3
Georgia,13191,McIntosh County,3425,30.9,3370,31.2,2264,28.5
Georgia,13193,Macon County,3957,36.4,3790,34.6,3146,31.7
Georgia,13195,Madison County,6662,31.9,6702,32.4,4876,24.7
Georgia,13197,Marion County,2159,32.9,2114,32.8,1410,28
Georgia,13199,Meriwether County,5526,34.6,5637,35.2,4628,28.4
Georgia,13201,Miller County,1347,30.3,1387,31.2,1192,26.4
Georgia,13205,Mitchell County,5688,33.6,5212,30.8,5117,29.9
Georgia,13207,Monroe County,6562,31.9,6453,31.9,4702,27.5
Georgia,13209,Montgomery County,2405,36.2,2476,37.3,1695,26.4
Georgia,13211,Morgan County,3489,26.5,3713,28.3,3355,27.2
Georgia,13213,Murray County,9193,32.5,8142,28.9,7149,25
Georgia,13215,Muscogee County,42673,28.8,45823,32.1,37070,28.8
Georgia,13217,Newton County,23410,32.9,23582,33.7,15070,26.4
Georgia,13219,Oconee County,6913,28.8,7247,30.9,4694,23.3
Georgia,13221,Oglethorpe County,3311,30.1,3281,29.8,2768,28.1
Georgia,13223,Paulding County,29125,28.6,28223,28.4,19020,26.3
Georgia,13225,Peach County,6697,34.4,6849,34.8,5055,28.8
Georgia,13227,Pickens County,6069,26.7,5604,25,5011,24
Georgia,13229,Pierce County,3907,28.5,4029,29.6,3058,25.3
Georgia,13231,Pike County,3352,26.2,3628,28.4,2905,25.7
Georgia,13233,Polk County,10160,34.5,8563,29.1,6677,23.3
Georgia,13235,Pulaski County,2858,31.7,2896,31.8,2047,27.9
Georgia,13237,Putnam County,4906,30,5248,32.4,3928,26.4
Georgia,13239,Quitman County,647,34,612,32.6,510.9,28.2
Georgia,13241,Rabun County,3772,29.4,4089,32.1,2757,22.7
Georgia,13243,Randolph County,1832,33.7,1968,35.8,1584,31
Georgia,13245,Richmond County,50218,34.1,51814,35.1,38850,28.4
Georgia,13247,Rockdale County,22302,36,21062,34.6,14880,27.5
Georgia,13249,Schley County,1075,30.4,1008,29.1,762.2,26.9
Georgia,13251,Screven County,3499,33,3747,35.7,3144,29
Georgia,13253,Seminole County,2060,30.7,1981,29.5,1968,29.4
Georgia,13255,Spalding County,15132,32.4,16062,34.5,11470,26.8
Georgia,13257,Stephens County,5748,30.1,5404,28.1,4974,26.9
Georgia,13259,Stewart County,1531,34.2,1724,34.3,1119,30.6
Georgia,13261,Sumter County,7388,32.7,7665,34,6688,29.2
Georgia,13263,Talbot County,1701,33.3,1754,34.3,1479,30.1
Georgia,13265,Taliaferro County,423,31.4,455,34.1,432.9,30.3
Georgia,13267,Tattnall County,6473,33.1,6831,35.3,4555,26.6
Georgia,13269,Taylor County,1829,28.8,1907,30.5,1793,28.1
Georgia,13271,Telfair County,4131,30.9,4116,31.6,2767,27.4
Georgia,13273,Terrell County,2155,31.6,2304,34.5,2391,31.3
Georgia,13275,Thomas County,11210,34,10649,32.6,9051,28.8
Georgia,13277,Tift County,9702,34,10103,34.8,7829,28
Georgia,13279,Toombs County,6017,31.5,6250,32.9,5242,28.1
Georgia,13281,Towns County,2342,27.4,2210,26.4,1898,23.5
Georgia,13283,Treutlen County,1604,32.9,1662,33.4,1513,29.9
Georgia,13285,Troup County,14798,30,14316,29.4,11430,26.6
Georgia,13287,Turner County,2023,34.6,2093,34.3,1886,28.8
Georgia,13289,Twiggs County,2171,32.8,2062,30.7,2212,29
Georgia,13291,Union County,4789,27.2,4692,27,3598,23.4
Georgia,13293,Upson County,6381,32,6795,34.1,5627,27.8
Georgia,13295,Walker County,16433,32.1,16862,33.1,11620,24.8
Georgia,13297,Walton County,21172,34.4,18459,30.6,12090,23.7
Georgia,13299,Ware County,9417,35.5,9427,35.5,6918,27.7
Georgia,13301,Warren County,1357,32,1444,34.3,1364,30.7
Georgia,13303,Washington County,5006,32.2,5370,34.5,4669,30.7
Georgia,13305,Wayne County,7014,31.8,7185,32.3,5549,27.3
Georgia,13307,Webster County,658,32.1,663,32,502.6,29.4
Georgia,13309,Wheeler County,2059,31.9,2169,33.8,1407,27.9
Georgia,13311,White County,6004,28.6,5821,28.1,4096,23.2
Georgia,13313,Whitfield County,24215,33.5,21304,29.7,15260,24.9
Georgia,13315,Wilcox County,2246,31.5,2282,32.3,1822,27.2
Georgia,13317,Wilkes County,2482,32.9,2480,32.5,2214,28.1
Georgia,13319,Wilkinson County,2425,34.5,2370,33.6,2074,28.4
Georgia,13321,Worth County,5768,36.7,5984,37.4,4299,27.7
Hawaii,15001,Hawaii County,32807,22.7,33337,23.5,23490,20.3
Hawaii,15003,Honolulu County,166873,22.3,162137,21.9,117300,17.6
Hawaii,15005,Kalawao County,19,21.5,21,23.8,24.65,20.9
Hawaii,15007,Kauai County,10826,20.6,10659,20.7,8564,19.1
Hawaii,15009,Maui County,27158,22.4,26566,22.4,19140,18.9
Idaho,16001,Ada County,76310,25.4,71992,24.5,45240,19
Idaho,16003,Adams County,852,27.6,924,29.4,606.6,22.5
Idaho,16005,Bannock County,16432,28.1,16519,28.2,13190,24.5
Idaho,16007,Bear Lake County,1196,28.7,1213,29.2,1059,24.7
Idaho,16009,Benewah County,2059,30.1,1961,28.6,1744,26.4
Idaho,16011,Bingham County,9916,33.3,10332,35,7317,26.3
Idaho,16013,Blaine County,3045,19.2,3011,19.2,2077,13.2
Idaho,16015,Boise County,1193,22.4,1261,23.6,1196,21.9
Idaho,16017,Bonner County,7790,24.7,7998,25.6,5427,18.2
Idaho,16019,Bonneville County,20940,29.4,21705,30.7,14220,23.5
Idaho,16021,Boundary County,2194,27.3,2181,27.3,1746,23.5
Idaho,16023,Butte County,539,28.5,556,28.6,499.4,25.2
Idaho,16025,Camas County,201,25.7,210,26.4,172.1,22.6
Idaho,16027,Canyon County,44393,33.4,41274,32,27330,25.7
Idaho,16029,Caribou County,1296,27.5,1303,27.7,1115,22.3
Idaho,16031,Cassia County,4618,30.5,4648,30.8,3025,21.7
Idaho,16033,Clark County,189,31.4,197,32.8,135.2,21.8
Idaho,16035,Clearwater County,2159,30.6,2040,29.2,1632,25
Idaho,16037,Custer County,888,26.3,942,27.3,754.7,24.2
Idaho,16039,Elmore County,5522,29.8,5479,29.6,4842,24.2
Idaho,16041,Franklin County,2487,30.7,2277,28.3,1608,20.9
Idaho,16043,Fremont County,2546,28.9,2356,26.9,1771,21.8
Idaho,16045,Gem County,3533,28.5,3349,27,2886,25.1
Idaho,16047,Gooding County,3102,30,3311,31.8,2311,23.2
Idaho,16049,Idaho County,3248,25.7,3467,27.4,2662,22.6
Idaho,16051,Jefferson County,5506,32.7,5063,30.4,3245,24.4
Idaho,16053,Jerome County,5010,33.3,4698,31.6,2792,21.6
Idaho,16055,Kootenai County,26671,25,25871,24.7,20060,22.7
Idaho,16057,Latah County,6939,24.3,7530,26.6,4988,19.3
Idaho,16059,Lemhi County,1655,26.8,1471,23.8,1263,21.4
Idaho,16061,Lewis County,860,29.7,839,28.5,646.4,23.4
Idaho,16063,Lincoln County,1141,32.3,1103,31.9,610.3,21
Idaho,16065,Madison County,5967,24.5,6165,25.2,4217,23.4
Idaho,16067,Minidoka County,4778,34.2,4770,34.7,3127,24
Idaho,16069,Nez Perce County,9383,30.9,9768,32.4,6776,23.9
Idaho,16071,Oneida County,926,31.3,1053,35.9,646.9,22.8
Idaho,16073,Owyhee County,2422,30.4,2541,32.1,1994,26.6
Idaho,16075,Payette County,5289,33.3,5109,32.3,3740,25.2
Idaho,16077,Power County,1654,32.1,1632,31.4,1283,25.3
Idaho,16079,Shoshone County,3076,31.1,3044,30.9,2152,21.8
Idaho,16081,Teton County,1730,24.1,1849,26.6,958,20
Idaho,16083,Twin Falls County,15409,27.6,14726,26.7,11660,24.3
Idaho,16085,Valley County,1853,24.1,1854,24.4,1303,21.3
Idaho,16087,Washington County,2234,30.3,2314,31.5,1795,24.8
Illinois,17001,Adams County,18581,37,17433,34.7,11970,24.4
Illinois,17003,Alexander County,1632,28.4,1896,32.4,1673,25.1
Illinois,17005,Bond County,4002,29.6,4131,30.5,3302,24.2
Illinois,17007,Boone County,12796,33.7,12829,34.1,8807,25.9
Illinois,17009,Brown County,1565,27.6,1794,31.5,1334,24
Illinois,17011,Bureau County,7517,29.1,7711,29.9,6008,23.1
Illinois,17013,Calhoun County,1130,29.1,1172,30.4,941.3,23.8
Illinois,17015,Carroll County,3343,28.6,3704,31.6,2982,24.3
Illinois,17017,Cass County,2723,28,2823,28.8,2418,23.9
Illinois,17019,Champaign County,38288,25.1,40044,26.6,30420,22.8
Illinois,17021,Christian County,8297,31.7,8759,33.4,6340,24
Illinois,17023,Clark County,3966,32.7,4045,33.1,3018,23.9
Illinois,17025,Clay County,3158,31,3261,31.5,2627,24.8
Illinois,17027,Clinton County,8504,29.5,8006,27.8,6462,24
Illinois,17029,Coles County,10752,26.3,11308,27.7,9013,23.1
Illinois,17031,Cook County,989186,25.3,965332,24.9,818500,21.5
Illinois,17033,Crawford County,4750,31.3,5168,33.9,3750,24.6
Illinois,17035,Cumberland County,2259,27.8,2431,29.6,1925,23.9
Illinois,17037,DeKalb County,21560,28.3,20768,27.4,16110,23.4
Illinois,17039,De Witt County,3802,30.5,3988,32,3054,24.9
Illinois,17041,Douglas County,4368,30.5,4410,30.8,3368,23.6
Illinois,17043,DuPage County,157863,23,162267,23.9,136800,20.6
Illinois,17045,Edgar County,4169,30.3,4523,32.6,3587,24.6
Illinois,17047,Edwards County,1568,31.3,1607,31.8,1257,24.4
Illinois,17049,Effingham County,8039,31.8,7397,29.3,5748,23.4
Illinois,17051,Fayette County,5513,33,6179,37.1,3859,23.8
Illinois,17053,Ford County,2914,28.2,3083,29.6,2512,24.1
Illinois,17055,Franklin County,9035,30.2,9073,30.5,7030,23.6
Illinois,17057,Fulton County,8666,30.7,9192,32.4,6949,24
Illinois,17059,Gallatin County,1198,28.4,1318,31,1138,24.1
Illinois,17061,Greene County,2958,28.7,3052,29.7,2669,25
Illinois,17063,Grundy County,10905,30.4,11214,31.4,7437,24.8
Illinois,17065,Hamilton County,1772,28.2,1846,29.3,1531,24.3
Illinois,17067,Hancock County,4087,28.6,4197,29.1,3602,24.8
Illinois,17069,Hardin County,992,30.6,1084,32.7,897.9,24.1
Illinois,17071,Henderson County,1660,30.4,1787,32.4,1553,24.9
Illinois,17073,Henry County,11366,30.5,11440,30.7,8637,23.1
Illinois,17075,Iroquois County,7395,33.9,7127,32.6,5527,24.5
Illinois,17077,Jackson County,14461,31.5,14421,31.2,10290,23.2
Illinois,17079,Jasper County,2178,30.2,2248,31,1786,24.2
Illinois,17081,Jefferson County,8873,30.2,9789,33.3,7766,25.8
Illinois,17083,Jersey County,5634,33,5416,31.7,4010,24.3
Illinois,17085,Jo Daviess County,5154,29.5,5109,29.1,4182,24.3
Illinois,17087,Johnson County,2945,29.4,3078,30.6,2557,24.8
Illinois,17089,Kane County,92453,25.3,92938,25.7,74710,23.2
Illinois,17091,Kankakee County,24517,30.1,27530,33.8,18050,23.8
Illinois,17093,Kendall County,27187,33.7,28014,35.4,11490,22.5
Illinois,17095,Knox County,10565,26.2,10139,25.2,9829,24.2
Illinois,17097,Lake County,141774,28.4,143818,29.1,99020,20.9
Illinois,17099,LaSalle County,22883,27.1,24218,28.5,19380,23.5
Illinois,17101,Lawrence County,3796,28.9,4180,32,2925,23.8
Illinois,17103,Lee County,8761,32.6,8888,32.9,6536,24.4
Illinois,17105,Livingston County,8467,29.2,9163,31.4,7140,24.8
Illinois,17107,Logan County,6756,29.2,7139,30.9,5798,25.1
Illinois,17109,McDonough County,6656,26.8,7261,29.1,6029,24.6
Illinois,17111,McHenry County,61306,27.7,61102,27.9,49770,24.2
Illinois,17113,McLean County,37293,29.3,36339,29,26630,23.3
Illinois,17115,Macon County,24310,29.7,25185,30.6,20550,25.5
Illinois,17117,Macoupin County,11035,31,11823,33.1,8940,24.5
Illinois,17119,Madison County,65033,32.3,66345,32.9,49470,25.6
Illinois,17121,Marion County,9676,33.5,10398,35.9,7411,25
Illinois,17123,Marshall County,2721,29.1,3048,32.3,2342,23.5
Illinois,17125,Mason County,3446,31.7,3624,33.1,2808,23.7
Illinois,17127,Massac County,3499,30.7,3937,34.3,2701,23.6
Illinois,17129,Menard County,2684,28.3,2934,30.9,2212,23.7
Illinois,17131,Mercer County,3811,31.2,3775,30.7,3161,25
Illinois,17133,Monroe County,8303,33.2,8115,32.9,5245,23.4
Illinois,17135,Montgomery County,7153,31.3,6621,29,5710,24.9
Illinois,17137,Morgan County,7722,28.8,8413,31.2,6574,24.4
Illinois,17139,Moultrie County,3111,28.6,3336,30.7,2501,23.5
Illinois,17141,Ogle County,12098,31.2,11162,28.6,9187,23.7
Illinois,17143,Peoria County,39815,28.8,39247,28.6,33440,25.6
Illinois,17145,Perry County,4946,29.1,5189,30.4,4252,24.7
Illinois,17147,Piatt County,3573,29,3759,30.4,2941,24
Illinois,17149,Pike County,3983,32.6,3959,32.2,3087,24
Illinois,17151,Pope County,1014,29.5,1039,30.8,805,24.3
Illinois,17153,Pulaski County,1219,27.3,1445,32.1,1244,25.3
Illinois,17155,Putnam County,1351,29.9,1441,31.4,1136,24.9
Illinois,17157,Randolph County,7170,27.7,7842,30.3,5995,23.6
Illinois,17159,Richland County,3524,28.8,3776,30.7,2878,24.5
Illinois,17161,Rock Island County,34985,31.7,34036,30.8,28880,26.5
Illinois,17163,St. Clair County,64841,33.2,62888,32.2,50790,27.7
Illinois,17165,Saline County,5667,30.1,6048,32.1,4739,24.6
Illinois,17167,Sangamon County,42318,28.5,44331,29.9,34370,24.3
Illinois,17169,Schuyler County,1817,31.7,1779,30.7,1286,23.9
Illinois,17171,Scott County,1198,30.4,1239,31.4,953.8,23.7
Illinois,17173,Shelby County,5160,30.6,5466,32.4,4055,24.5
Illinois,17175,Stark County,1357,30.2,1451,32,1102,23.9
Illinois,17177,Stephenson County,11682,32.9,10222,28.8,8414,23.9
Illinois,17179,Tazewell County,31223,30.6,29499,29,23790,24.7
Illinois,17181,Union County,3819,28.2,4242,31.3,3261,23.8
Illinois,17183,Vermilion County,20960,35.4,22071,37.3,15770,26.1
Illinois,17185,Wabash County,2838,32.2,2920,32.6,2283,24.4
Illinois,17187,Warren County,3973,30.5,4426,33.8,3103,23.8
Illinois,17189,Washington County,3171,28.6,3474,31,2756,24.7
Illinois,17191,Wayne County,3658,29.2,3879,31,2971,23.5
Illinois,17193,White County,3188,28.7,3514,31.4,2857,24.1
Illinois,17195,Whiteside County,12337,28.7,11571,26.8,10730,24.3
Illinois,17197,Will County,134280,28,132806,28.1,109400,25.7
Illinois,17199,Williamson County,16147,31.6,16062,31.6,12080,25.2
Illinois,17201,Winnebago County,72440,33.9,67341,31.5,50820,24.7
Illinois,17203,Woodford County,8745,30.8,8986,31.9,6804,25.4
Indiana,18001,Adams County,7554,32.8,6939,30.3,5753,25.7
Indiana,18003,Allen County,77764,30.1,72713,28.5,59140,24.9
Indiana,18005,Bartholomew County,17244,29.5,18652,32.3,13460,25.8
Indiana,18007,Benton County,2085,32.6,2094,32.7,1688,26.3
Indiana,18009,Blackford County,3387,36,3353,35.5,2642,25.7
Indiana,18011,Boone County,11826,27.8,11433,27.7,9319,26
Indiana,18013,Brown County,3607,30.6,3620,30.9,3008,26.1
Indiana,18015,Carroll County,3991,26.9,4242,28.6,4079,27.6
Indiana,18017,Cass County,9498,33.7,9645,34.3,7197,24.8
Indiana,18019,Clark County,28108,33.3,25908,31.1,19140,25.9
Indiana,18021,Clay County,6589,33.1,6482,32.5,5155,26.4
Indiana,18023,Clinton County,7289,30.9,7049,30,6147,25.5
Indiana,18025,Crawford County,2625,33,2756,34.5,2024,25
Indiana,18027,Daviess County,8295,37.6,7324,33.3,5697,27.4
Indiana,18029,Dearborn County,11961,32.5,11007,30,8828,25.5
Indiana,18031,Decatur County,6255,32.7,5687,29.9,5006,28.1
Indiana,18033,DeKalb County,10070,32.8,9472,31.1,7920,27.2
Indiana,18035,Delaware County,27797,31.5,27890,31.7,22190,25.7
Indiana,18037,Dubois County,9164,29.5,8473,27.6,7067,24.4
Indiana,18039,Elkhart County,45743,32.8,44963,32.5,33120,25.2
Indiana,18041,Fayette County,5883,33,5686,31.9,4797,25.9
Indiana,18043,Floyd County,17038,30.1,17117,30.6,13100,25.4
Indiana,18045,Fountain County,3754,29.8,3882,30.6,3273,25.7
Indiana,18047,Franklin County,4369,26.2,4282,25.7,4306,26.3
Indiana,18049,Fulton County,5714,37.8,5656,37.3,3913,26.2
Indiana,18051,Gibson County,7983,32.1,7947,32.1,6444,26.5
Indiana,18053,Grant County,19262,37.3,18204,35.2,14390,27.8
Indiana,18055,Greene County,8131,33.1,7969,32.4,6506,26.5
Indiana,18057,Hamilton County,52781,25.9,49545,25.1,34410,21.9
Indiana,18059,Hancock County,18050,34.8,17883,34.8,10610,24.1
Indiana,18061,Harrison County,10592,36,10178,34.7,7089,26.7
